FR,FR,0
FR,BE,0.9
FR,DE,0.4
FR,CH,1.7
FR,IT,0.2
FR,ES,1.9
FR,UK,1.3
BE,FR,1.1
BE,BE,0
BE,DE,0
BE,CH,0
BE,IT,0
BE,ES,0
BE,UK,0.2
DE,FR,3.5
DE,BE,0
DE,DE,0
DE,CH,2
DE,IT,0
DE,ES,0
DE,UK,0
CH,FR,1.7
CH,BE,0
CH,DE,2.8
CH,CH,0
CH,IT,0
CH,ES,0
CH,UK,0
IT,FR,1.8
IT,BE,0
IT,DE,0
IT,CH,2.4
IT,IT,0
IT,ES,0
IT,UK,0
ES,FR,1.8
ES,BE,0
ES,DE,0
ES,CH,0
ES,IT,0
ES,ES,0
ES,UK,0
UK,FR,1.6
UK,BE,0.7
UK,DE,0
UK,CH,0
UK,IT,0
UK,ES,0
UK,UK,0
